MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,AGUL,A G UNIVERSAL LIMITED,        63.90,        60.75,        60.75,        60.75,        60.75,                   121500.00,2000, ,        86.00,        48.70
N,SM,AAKAAR,AAKAAR MEDICAL TECHNO LTD,        71.70,        74.95,        74.95,        70.00,        72.60,                   692960.00,9600, ,       105.00,        46.00
N,SM,AARADHYA,AARADHYA DISPOSAL INDUS L,        78.00,        75.00,        75.05,        67.15,        70.40,                   791340.00,10800, ,       182.00,        67.15
N,SM,AATMAJ,AATMAJ HEALTHCARE LIMITED,        18.75,        18.75,        18.75,        18.75,        18.75,                   112500.00,6000, ,        25.50,        16.95
N,ST,ABSMARINE,ABS MARINE SERVICES LTD,       233.60,       233.65,       240.00,       233.65,       239.15,                 14240850.00,59500, ,       315.50,       143.05
N,SM,ACCENTMIC,ACCENT MICROCELL LIMITED,       496.30,       499.80,       508.90,       491.95,       497.60,                 30541475.00,61000, ,       508.90,       230.00
N,ST,ACCORD,ACCORD SYNERGY LIMITED,       154.15,       161.85,       161.85,       161.85,       161.85,                   971100.00,6000, ,       161.85,        19.85
N,ST,ACCPL,ACCRETION PHARMA LIMITED,       169.00,       165.25,       165.25,       160.55,       162.00,                 13533540.00,84000, ,       171.15,        53.80
N,SM,ACETEC,ACETECH E-COMMERCE LTD,       123.30,       118.00,       126.80,       118.00,       126.80,                 10064160.00,85200, ,       164.00,       111.80
N,SM,ADDICTIVE,ADDICTIVE LEARNING TECH L,        40.75,        42.65,        42.75,        42.00,        42.75,                  3055400.00,71500, ,       167.75,        38.85
N,SM,ADISOFT,ADISOFT TECHNOLOGIES LTD,       183.00,       183.00,       201.65,       183.00,       196.45,                 26719400.00,137600, ,       280.00,       182.00
N,SM,AUSL,ADITYA ULTRA STEEL LTD,        24.70,        25.90,        25.90,        25.90,        25.90,                   310800.00,12000, ,        48.30,        17.35
N,SM,AERON,AERON COMPOSITE LIMITED,        76.50,        77.95,        82.00,        77.95,        82.00,                  1585400.00,20000, ,       134.00,        70.00
N,SM,AESTHETIK,AESTHETIK ENGINEERS LTD,        73.45,        75.80,        75.80,        75.80,        75.80,                    75800.00,1000, ,       155.60,        59.60
N,SM,AGARWALTUF,AGARWAL TOUGH GLASS IND L,       132.00,       132.00,       136.90,       132.00,       132.00,                  6082500.00,45600, ,       174.05,        81.00
N,SM,AGNI,AGNI GREEN POWER LTD,        18.60,        18.60,        18.60,        17.80,        17.80,                   313750.00,17500, ,        43.35,        13.60
N,SM,AIMTRON,AIMTRON ELECTRONICS LTD,      1234.95,      1235.00,      1260.00,      1226.30,      1243.25,                 20169360.00,16200, ,      1343.00,       615.00
N,ST,AKANKSHA,AKANKSHA POWER N INFRA L,        86.00,        86.00,        89.00,        84.05,        85.00,                  3066000.00,35000, ,       111.00,        57.00
N,ST,AKIKO,AKIKO GLOBAL SERVICES L,       286.00,       273.05,       285.00,       273.05,       279.80,                  1784440.00,6400, ,       304.80,        62.00
N,ST,ALCODIS,ALCOKRAFT DISTILLERIE LTD,        71.90,        74.95,        74.95,        74.95,        74.95,                    46843.75,625, ,       160.00,        49.00
N,ST,ALLETEC,ALL E TECHNOLOGIES LTD,       136.85,       136.90,       143.45,       134.05,       142.75,                  2052740.00,14800, ,       389.50,       115.80
N,SM,ALPEXSOLAR,ALPEX SOLAR LIMITED,       896.15,       918.00,       918.00,       855.00,       886.85,                 34241605.00,38700, ,      1449.70,       660.00
N,SM,ALUWIND,ALUWIND INFRA-TECH LTD,        47.75,        47.75,        47.75,        45.00,        46.70,                  5963025.00,129000, ,        95.80,        45.00
N,SM,AMBAAUTO,AMBA AUTO SALES AND SER L,        79.85,        84.25,        84.25,        78.00,        78.05,                  2782850.00,35000, ,       137.50,        63.60
N,SM,AMEYA,AMEYA PRECISION ENG LTD,       107.00,       111.95,       112.35,       110.05,       112.00,                  1454750.00,13000, ,       128.45,        86.00
N,SM,AMIABLE,AMIABLE LOGISTICS (I) LTD,        80.95,        96.90,        96.90,        69.95,        73.00,                   608000.00,8000, ,        98.50,        52.50
N,SM,AMCL,ANB METAL CAST LIMITED,       400.95,       395.00,       402.00,       359.95,       363.75,                 36517400.00,96000, ,       554.00,       161.70
N,SM,AISL,ANI INTEGRATED SERV LTD.,        54.95,        57.65,        57.65,        57.65,        57.65,                   380490.00,6600, ,       112.95,        49.00
N,ST,ANLON,ANLON TECHNOLOGY SOL LTD,       639.50,       637.80,       639.50,       630.00,       631.55,                  6833740.00,10800, ,       748.00,       335.00
N,SM,ANNAPURNA,ANNAPURNA SWADISHT LTD,       131.50,       130.15,       133.00,       129.00,       131.15,                  4332500.00,33000, ,       308.00,       127.55
N,SM,ANONDITA,ANONDITA MEDICARE LIMITED,      1169.65,      1194.95,      1195.00,      1180.00,      1188.80,                 32793600.00,27600, ,      1316.00,       261.75
N,SM,ANYA,ANYA POLYTECH & FERTI LTD,        16.55,        15.90,        16.85,        15.90,        16.85,                   163750.00,10000, ,        27.40,        14.60
N,ST,APEXECO,APEX ECOTECH LIMITED,       265.50,       255.00,       255.00,       252.25,       252.25,                  3032080.00,12000, ,       285.95,       102.05
N,SM,APRAMEYA,APRAMEYA ENGINEERING LTD,       153.95,       152.10,       152.75,       152.10,       152.75,                   152425.00,1000, ,       360.00,       140.25
G,ST,APSISAERO,APSIS AEROCOM LIMITED,       336.65,       343.35,       343.35,       343.35,       343.35,                   824040.00,2400, ,       343.75,       147.20
N,SM,ARABIAN,ARABIAN PETROLEUM LIMITED,        67.95,        68.00,        70.45,        67.95,        70.40,                  1110300.00,16000, ,        90.00,        63.20
N,ST,ARCIIL,ARC INSULATION & INSU LTD,        40.30,        41.55,        41.55,        40.00,        40.95,                   447650.00,11000, ,       145.00,        38.60
N,SM,ARHAM,ARHAM TECHNOLOGIES LTD,       141.80,       137.30,       137.65,       137.25,       137.65,                   412200.00,3000, ,       161.00,        70.80
N,SM,ARMOUR,ARMOUR SECURITY (INDIA) L,        19.00,        18.55,        19.00,        18.15,        19.00,                   185000.00,10000, ,        45.60,        18.00
N,ST,ARUNAYA,ARUNAYA ORGANICS LIMITED,        16.50,        16.05,        17.00,        16.05,        16.40,                    98900.00,6000, ,        31.45,        13.90
N,ST,ARVINDPORT,ARVIND PORT AND INFRA LTD,        30.95,        29.45,        30.95,        29.45,        30.95,                   314550.00,10500, ,        71.25,        24.40
N,SM,ASHALOG,ASHAPURA LOGISTICS LTD,        51.45,        51.50,        51.55,        50.00,        50.00,                  1359500.00,27000, ,        92.60,        49.60
N,SM,ASHWINI,ASHWINI CONTAINER MOVER L,       167.80,       170.30,       198.00,       170.30,       193.75,                 30805800.00,161000, ,       198.00,       120.00
N,SM,ASPIRE,ASPIRE & INNOVATIVE ADV L,        15.00,        14.50,        14.50,        14.25,        14.25,                   143700.00,10000, ,        31.35,        10.20
G,ST,ATCENERGY,ATC ENERGIES SYSTEM LTD,        24.50,        24.05,        24.80,        24.05,        24.80,                    58620.00,2400, ,        91.00,        19.35
N,ST,ATMASTCO,ATMASTCO LIMITED,       169.45,       170.00,       170.00,       164.50,       166.50,                  2462980.00,14800, ,       268.00,        98.00
N,SM,APS,AUSTRALIAN PREM SOLAR I L,       298.00,       298.00,       306.95,       297.05,       298.00,                  3381262.50,11250, ,       599.90,       261.00
N,ST,AVANA,AVANA ELECTROSYSTEMS LTD,       122.95,       129.00,       129.00,       127.00,       127.50,                  2818800.00,22000, ,       159.00,        60.10
N,SM,AVIANSH,AVI ANSH TEXTILE LIMITED,       107.00,       107.50,       107.50,       104.95,       104.95,                   530950.00,5000, ,       123.50,        95.00
N,ST,AVIENCE,AVIENCE BIOMEDICALS LTD,       355.85,       338.10,       338.10,       338.10,       338.10,                  2028600.00,6000, ,       414.95,       338.10
N,SM,AVPINFRA,AVP INFRACON LIMITED,        65.20,        65.00,        65.85,        64.70,        65.80,                  1875160.00,28800, ,       218.00,        64.70
N,SM,BAHETI,BAHETI RECYCLING IND LTD,       744.20,       755.00,       755.00,       729.00,       731.05,                 15226031.25,20625, ,       755.00,       478.00
N,SM,BALAJIPHOS,BALAJI PHOSPHATES LIMITED,        88.85,        89.00,        89.00,        89.00,        89.00,                   178000.00,2000, ,       184.70,        78.80
N,SM,BARFLEX,BARFLEX POLYFILMS LIMITED,        55.30,        56.95,        57.00,        55.50,        57.00,                   452100.00,8000, ,        82.40,        53.00
N,SM,BASILIC,BASILIC FLY STUDIO LTD,       202.80,       202.15,       208.50,       200.00,       207.90,                  5503260.00,27000, ,       509.80,       166.25
N,ST,BAWEJA,BAWEJA STUDIOS LIMITED,        28.55,        28.60,        28.60,        27.45,        27.45,                    66800.00,2400, ,        75.70,        21.10
N,ST,BEACON,BEACON TRUSTEESHIP LTD,        93.30,        93.40,        93.40,        91.15,        92.00,                  1939550.00,21000, ,       124.80,        50.00
N,SM,BEWLTD,BEW ENGINEERING LIMITED,        65.50,        66.90,        72.05,        65.50,        66.30,                  9236175.00,132500, ,       175.60,        57.30
N,SM,BHADORA,BHADORA INDUSTRIES LTD,        88.85,        90.95,        93.25,        87.50,        90.00,                  3123780.00,34800, ,       128.85,        49.50
N,ST,BIKEWO,BIKEWO GREEN TECH LIMITED,        39.65,        41.60,        41.60,        41.60,        41.60,                   832000.00,20000, ,        41.60,        13.65
N,SM,BMLL,BIO MEDICA LABORATORIES L,       140.85,       140.00,       146.85,       139.50,       139.85,                 30785900.00,220000, ,       148.00,       101.50
N,SM,BIOPOL,BIOPOL CHEMICALS LIMITED,        94.45,        95.90,        95.90,        92.00,        92.65,                  7183740.00,76800, ,       133.75,        84.75
N,SM,BLUEPEBBLE,BLUE PEBBLE LIMITED,        75.00,        75.00,        75.00,        74.95,        74.95,                   119960.00,1600, ,       218.00,        68.00
N,ST,BLUEWATER,BLUE WATER LOGISTICS LTD,       359.00,       352.00,       352.00,       342.00,       348.50,                  3128500.00,9000, ,       383.95,       125.40
N,SM,BMETRICS,BOMBAY METRICS S C LTD,        36.90,        36.85,        36.85,        36.85,        36.85,                    29480.00,800, ,        56.90,        34.10
N,SM,BOSS,BOSS PACKAGING SOLU LTD,        36.90,        35.10,        35.10,        35.10,        35.10,                    70200.00,2000, ,        51.30,        33.95
N,ST,BRANDMAN,BRANDMAN RETAIL LIMITED,       178.25,       185.00,       187.15,       179.15,       187.15,                  7614520.00,40800, ,       243.80,       109.35
N,SM,BULKCORP,BULKCORP INTERNATIONAL L,        50.50,        51.20,        51.25,        51.20,        51.25,                   122940.00,2400, ,        94.60,        38.05
N,SM,CKKRETAIL,C K K RETAIL MART LIMITED,       135.55,       130.00,       135.00,       126.75,       132.50,                  2491600.00,19200, ,       265.25,       112.20
N,SM,CPS,C P S SHAPERS LIMITED,      1029.95,      1030.00,      1030.00,      1030.00,      1030.00,                   772500.00,750, ,      1349.25,       660.00
N,SM,C2C,C2C ADVANCED SYSTEMS LTD,       388.25,       388.25,       392.65,       376.00,       377.95,                 31207942.50,81600, ,       888.00,       310.00
N,SM,CANARYS,CANARYS AUTOMATIONS LTD,        19.15,        19.40,        19.70,        19.30,        19.40,                  2020800.00,104000, ,        36.90,        14.60
N,ST,CUDML,CASH UR DRIVE MARKETING L,       182.00,       182.00,       189.00,       175.00,       180.10,                  4018850.00,22000, ,       191.00,        84.95
N,ST,CEDAAR,CEDAAR TEXTILE LIMITED,        19.90,        19.15,        19.50,        19.15,        19.50,                    96950.00,5000, ,       136.30,        18.85
N,SM,CELLPOINT,CELL POINT (INDIA) LTD,        15.80,        15.05,        15.05,        14.90,        15.05,                    90000.00,6000, ,        21.15,        11.70
N,ST,CELLECOR,CELLECOR GADGETS LIMITED,        35.50,        35.55,        36.20,        34.70,        35.95,                  2035350.00,57000, ,        43.85,        21.80
N,SM,CMNL,CHAMAN METALLICS LIMITED,       100.60,        98.00,       106.20,        97.95,       106.20,                  1837612.50,18000, ,       183.90,        90.00
N,SM,CHAMUNDA,CHAMUNDA ELECTRICAL LTD,        43.95,        44.90,        44.90,        43.35,        43.40,                   394950.00,9000, ,        59.00,        38.00
N,SM,CHANDAN,CHANDAN HEALTHCARE LTD,       271.90,       279.00,       279.00,       241.65,       250.00,                 36938720.00,146400, ,       358.00,       184.50
N,ST,CHETANA,CHETANA EDUCATION LIMITED,        48.75,        47.95,        47.95,        46.50,        46.50,                   151120.00,3200, ,        92.00,        30.10
N,ST,CLASSICEIL,CLASSIC ELECTRODE (IND) L,        44.85,        45.10,        47.00,        45.00,        45.00,                  1631600.00,35200, ,       113.90,        34.75
N,ST,CLAYCRAFT,CLAY CRAFT INDIA LIMITED,       184.80,       183.60,       194.00,       183.00,       194.00,                 25912290.00,134400, ,       224.00,       181.20
N,SM,CSSL,CLEAR SECURED SERVICES L,       100.00,       100.00,       100.00,        96.60,        96.80,                   293600.00,3000, ,       164.00,        89.50
N,ST,COMMITTED,COMMITTED CARGO CARE LTD,       328.50,       321.00,       330.00,       321.00,       329.65,                  1566400.00,4800, ,       330.00,       174.25
N,SM,CONNPLEX,CONNPLEX CINEMAS LIMITED,       199.75,       200.00,       200.45,       197.50,       198.55,                 14049560.00,70400, ,       311.90,       177.00
N,SM,CONTI,CONTINENTAL SEED CHEM LTD,        12.05,        11.80,        11.80,        11.80,        11.80,                    39329.40,3333, ,        31.95,        11.25
N,ST,COOLCAPS,COOL CAPS INDUSTRIES LTD,        23.45,        23.35,        24.05,        23.35,        23.65,                   592375.00,25000, ,       838.00,        20.80
N,SM,CRAYONS,CRAYONS ADVERTISING LTD,        28.65,        28.55,        28.55,        27.25,        28.45,                    84250.00,3000, ,        70.00,        23.60
N,SM,CGRAPHICS,CREATIVE GRAPHICS S IND L,       143.20,       142.05,       143.20,       138.00,       138.60,                  9567160.00,68000, ,       259.00,       122.00
N,SM,CLSL,CROP LIFE SCIENCE LIMITED,        41.80,        42.00,        47.50,        42.00,        46.55,                 21819400.00,506000, ,        62.80,        39.05
N,SM,CURIS,CURIS LIFESCIENCES LTD,        99.40,        99.40,        99.40,        99.40,        99.40,                    99400.00,1000, ,       147.90,        83.60
N,SM,DANISH,DANISH POWER LIMITED,      1032.50,      1032.50,      1060.00,      1016.50,      1026.95,                 27569197.50,26850, ,      1109.90,       550.50
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        37.00,        37.80,        39.00,        37.80,        39.00,                   619200.00,16000, ,        65.00,        33.00
N,SM,DCG,DCG CABLES & WIRES LTD,        53.60,        54.00,        55.50,        49.90,        50.55,                  4612200.00,88800, ,        80.40,        47.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       184.55,       184.55,       192.00,       183.00,       186.00,                  4612830.00,24600, ,       349.95,       132.00
N,SM,DECCANTRAN,DECCAN TRANSCON LEASING L,        21.10,        20.50,        23.80,        20.50,        22.65,                   319560.00,14400, ,        42.95,        16.25
N,ST,DEEM,DEEM ROLL TECH LIMITED,        52.85,        54.00,        54.00,        54.00,        54.00,                    54000.00,1000, ,        65.80,        29.35
N,SM,DELAPLEX,DELAPLEX LIMITED,       101.65,       105.70,       110.75,       105.00,       106.05,                   900450.00,8400, ,       194.85,        81.15
N,ST,DELTIC,DELTA AUTOCORP LIMITED,        32.85,        33.55,        34.45,        32.05,        32.05,                  1303200.00,39000, ,        83.95,        28.05
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        25.80,        27.90,        30.95,        25.10,        26.30,                  4777900.00,170000, ,        53.50,        20.05
N,ST,DHANSA,DHANSA LABS LIMITED,        24.25,        25.40,        25.45,        25.40,        25.45,                   559800.00,22000, ,        48.30,        16.20
N,SM,DIRL,DHANUKA INFRA REALTY LTD,        10.75,        10.40,        10.40,        10.35,        10.35,                   248700.00,24000, ,        31.05,         8.90
N,SM,DHARARAIL,DHARA RAIL PROJECTS LTD,       156.65,       154.05,       155.00,       145.00,       152.10,                  3369500.00,22000, ,       172.50,        90.05
N,SM,DHARIWAL,DHARIWALCORP LIMITED,        36.45,        35.25,        35.85,        34.50,        34.95,                  2433450.00,69000, ,       413.00,        28.50
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,        51.00,        52.40,        55.60,        50.60,        54.25,                  3905340.00,73200, ,       199.00,        44.00
N,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,       353.40,       123.00,       123.65,       120.00,       120.00,                  1326600.00,10800,XB,       355.25,        51.00
N,SM,DPEL,DIVINE POWER ENERGY LTD,       475.30,       451.55,       499.05,       451.55,       496.35,                510834300.00,1113500, ,       547.80,       123.00
N,ST,DIVYADHAN,DIVYADHAN RECYCLING IND L,        55.35,        55.35,        58.10,        52.60,        58.10,                  7602200.00,138000, ,        62.40,        18.25
N,SM,DHTL,DOCMODE HEALTH TECH LTD,        40.75,        39.00,        39.00,        38.75,        38.75,                    93200.00,2400, ,       125.20,        36.90
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        30.10,        28.75,        30.00,        28.75,        30.00,                   353000.00,12000, ,        44.25,        26.00
N,ST,DRONE,DRONE DESTINATION LIMITED,        41.55,        39.65,        41.75,        39.65,        41.40,                   529650.00,13000, ,       110.00,        36.00
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,       107.25,       112.80,       112.90,       110.00,       110.00,                   446800.00,4000, ,       209.50,        90.00
N,ST,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        32.70,        32.70,        33.65,        31.10,        31.10,                  3200250.00,102500, ,        50.00,        26.50
N,ST,DURLAX,DURLAX TOP SURFACE LTD,        47.85,        48.70,        50.20,        47.80,        50.00,                  6950000.00,140000, ,        64.35,        30.55
N,ST,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       160.55,       162.45,       162.45,       158.25,       158.25,                  1124325.00,7000, ,       183.90,        84.70
N,SM,EFACTOR,E FACTOR EXPERIENCES LTD,       180.00,       183.00,       183.00,       176.30,       178.15,                  1358580.00,7600, ,       348.00,       160.10
N,ST,E2ERAIL,E TO E TRANS INFRA LTD,       265.80,       269.95,       273.50,       262.50,       262.50,                  4261800.00,16000, ,       347.10,       171.00
N,ST,ECOLINE,ECOLINE EXIM LIMITED,       200.00,       197.00,       209.00,       194.40,       205.50,                 12016950.00,60000, ,       216.00,       111.00
N,ST,EFFWA,EFFWA INFRA & RESEARCH L,       377.85,       384.00,       389.40,       381.70,       384.15,                  5543640.00,14400, ,       389.40,       165.00
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,        21.60,        21.50,        21.60,        21.50,        21.60,                    51720.00,2400, ,        54.50,        16.15
N,SM,ELGNZ,ELEGANZ INTERIORS LIMITED,        80.50,        82.00,        89.00,        82.00,        85.90,                 12357900.00,144000, ,       163.00,        52.00
N,SM,EMAPARTNER,EMA PARTNERS INDIA LTD,        82.00,        82.80,        82.80,        81.00,        82.50,                   820600.00,10000, ,       112.00,        65.25
N,SM,ETML,EMERALD TYRE MANUF LTD,        83.65,        84.05,        85.60,        84.00,        84.35,                   505980.00,6000, ,       152.55,        72.50
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,        95.85,        92.60,        97.95,        92.50,        97.55,                   143887.50,1500, ,       259.50,        83.10
N,SM,ETL,EMKAY TOOLS LIMITED,      1011.00,      1040.00,      1040.00,      1040.00,      1040.00,                   156000.00,150, ,      1235.00,       721.10
N,SM,ENCOMPAS,ENCOMPASS DESIGN INDIA L,       239.90,       241.45,       244.90,       241.45,       244.50,                   485740.00,2000, ,       302.90,       167.35
N,SM,EMMIL,ENERGY MISSION MACH IND L,       150.55,       155.55,       161.00,       152.00,       153.95,                  1574275.00,10000, ,       243.50,       110.00
N,ST,ENSER,ENSER COMMUNICATIONS LTD,        14.05,        14.60,        14.60,        14.60,        14.60,                    73000.00,5000, ,        23.25,         7.80
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,        73.90,        73.00,        75.25,        72.00,        74.65,                  1554550.00,21000, ,       173.00,        70.55
N,SM,EEPL,EPPELTONE ENGINEERS LTD,       113.55,       116.00,       130.00,       113.00,       118.85,                 64227250.00,527000, ,       254.55,        91.00
N,ST,EPWINDIA,EPW INDIA LIMITED,       221.40,       232.45,       232.45,       232.45,       232.45,                   557880.00,2400, ,       232.45,        98.00
N,ST,ESCONET,ESCONET TECHNOLOGIES LTD,       133.00,       126.50,       134.95,       126.35,       126.60,                  3489280.00,27200, ,       280.00,        91.25
N,SM,ESPRIT,ESPRIT STONES LIMITED,        64.75,        64.50,        64.50,        62.25,        64.50,                   407200.00,6400, ,       114.00,        52.00
N,ST,ESFL,ESSEN SPECIALITY FILMS L,       118.80,       116.00,       120.00,       116.00,       120.00,                   425286.00,3600, ,       500.00,       109.95
G,ST,EXCELLENT,EXCELLENT WIRES N PACK L,       198.00,       194.05,       194.05,       194.05,       194.05,                   620960.00,3200, ,       200.10,        36.90
N,SM,EXIMROUTES,EXIM ROUTES LIMITED,       104.20,       114.00,       114.00,       107.00,       107.00,                   439200.00,4000, ,       281.90,        90.00
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,        11.50,        11.35,        11.35,        11.30,        11.30,                    67860.00,6000, ,        30.00,        11.00
N,SM,FELIX,FELIX INDUSTRIES LTD.,       182.15,       182.40,       190.00,       179.50,       187.10,                 17099375.00,92500, ,       232.95,       142.65
N,SM,FIDEL,FIDEL SOFTECH LIMITED,       143.00,       143.00,       143.05,       143.00,       143.00,                   572050.00,4000, ,       216.90,       108.10
N,SM,FINBUD,FINBUD FINANCIAL SERV LTD,       129.70,       130.65,       130.65,       127.50,       130.00,                  5581450.00,43000, ,       164.85,        76.00
N,SM,FLYSBS,FLYSBS AVIATION LIMITED,       459.70,       463.00,       478.90,       455.00,       457.75,                 14691110.00,31600, ,       790.00,       355.25
N,SM,FWSTC,FLYWINGS SIMULAT T C LTD,       187.50,       185.00,       190.00,       185.00,       185.00,                  1810200.00,9600, ,       248.00,       145.00
N,SM,FOCE,FOCE INDIA LIMITED,       601.00,       605.00,       607.00,       602.00,       602.00,                  1159680.00,1920, ,      2004.00,       521.55
N,SM,FONEBOX,FONEBOX RETAIL LIMITED,        72.50,        72.50,        72.50,        72.50,        72.50,                    72500.00,1000, ,       124.40,        57.00
N,SM,FORCAS,FORCAS STUDIO LIMITED,        93.65,        94.90,        95.00,        93.55,        93.55,                   906800.00,9600, ,       140.00,        91.50
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,        91.00,        88.05,        88.05,        88.05,        88.05,                   105660.00,1200, ,       175.50,        68.45
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,       243.95,       247.00,       257.80,       242.10,       253.30,                 22120920.00,87600, ,       257.80,       130.00
N,ST,FROG,FROG INNOVATIONS LIMITED,       167.80,       168.50,       176.15,       163.00,       167.95,                  6888960.00,40400, ,       277.00,       123.50
N,SM,GAJANAND,GAJANAND INTERNATIONAL L,         8.10,         8.10,         8.10,         8.10,         8.10,                    24300.00,3000, ,        14.30,         6.25
N,SM,GML,GALAXY MEDICARE LIMITED,        19.00,        18.25,        18.30,        18.25,        18.30,                    73100.00,4000, ,        54.00,        15.15
N,SM,GGBL,GANESH GREEN BHARAT LTD,       280.45,       278.00,       284.70,       277.20,       280.70,                  8792325.00,31200, ,       555.00,       215.00
N,ST,GANESHIN,GANESH INFRAWORLD LIMITED,        99.30,       100.00,       100.00,        95.00,        97.10,                  4484920.00,46400, ,       279.80,        66.40
